order_id,product_sk,order_item_id,quantity,unit_price,line_total
1000000179,2,5000000243,2,15000.0,30000.0
1000000180,1,5000000244,2,12600.0,25200.0
1000000181,1,5000000245,2,12000.0,24000.0
1000000182,1,5000000246,2,13200.0,26400.0
1000000183,2,5000000247,2,13500.0,27000.0
1000000184,2,5000000248,1,15000.0,15000.0
1000000185,1,5000000249,3,12600.0,37800.0
1000000185,1,5000000250,2,12000.0,24000.0
1000000186,1,5000000251,1,12000.0,12000.0
1000000187,1,5000000252,3,12000.0,36000.0
1000000188,2,5000000253,2,15000.0,30000.0
1000000189,1,5000000254,3,12600.0,37800.0
1000000190,1,5000000255,1,12000.0,12000.0
1000000191,2,5000000256,3,15000.0,45000.0
1000000191,1,5000000257,1,12000.0,12000.0
1000000191,1,5000000258,3,12600.0,37800.0
1000000192,1,5000000259,1,12000.0,12000.0
1000000193,1,5000000260,3,12000.0,36000.0
1000000194,1,5000000261,1,12000.0,12000.0
1000000194,1,5000000262,3,12000.0,36000.0
1000000195,2,5000000263,1,15000.0,15000.0
1000000195,2,5000000264,2,16500.0,33000.0
1000000196,2,5000000265,2,15000.0,30000.0
1000000197,1,5000000266,1,12000.0,12000.0
1000000198,1,5000000267,3,10800.0,32400.0
1000000199,1,5000000268,2,13200.0,26400.0
1000000199,1,5000000269,2,12000.0,24000.0
1000000200,1,5000000270,1,12000.0,12000.0
1000000200,1,5000000271,1,12000.0,12000.0
1000000201,1,5000000272,1,12600.0,12600.0
1000000201,2,5000000273,2,15750.0,31500.0
1000000202,1,5000000274,3,12000.0,36000.0
1000000203,1,5000000275,3,12000.0,36000.0
1000000204,2,5000000276,1,15000.0,15000.0
1000000204,2,5000000277,2,15000.0,30000.0
1000000205,2,5000000278,1,15000.0,15000.0
1000000206,1,5000000279,2,12000.0,24000.0
1000000207,1,5000000280,1,12600.0,12600.0
1000000208,2,5000000281,3,16500.0,49500.0
1000000209,1,5000000282,2,12600.0,25200.0
1000000210,2,5000000283,1,15000.0,15000.0
1000000211,1,5000000284,3,12000.0,36000.0
1000000211,2,5000000285,2,15750.0,31500.0
1000000212,1,5000000286,1,12000.0,12000.0
1000000213,2,5000000287,1,15750.0,15750.0
1000000214,1,5000000288,2,12600.0,25200.0
1000000215,2,5000000289,3,13500.0,40500.0
1000000215,1,5000000290,1,13200.0,13200.0
1000000216,2,5000000291,1,16500.0,16500.0
1000000217,2,5000000292,1,15750.0,15750.0
1000000217,2,5000000293,3,15000.0,45000.0
1000000218,1,5000000294,1,10800.0,10800.0
1000000218,1,5000000295,2,12000.0,24000.0
1000000219,1,5000000296,1,12000.0,12000.0
1000000219,1,5000000297,3,12000.0,36000.0
1000000220,1,5000000298,1,12000.0,12000.0
1000000221,1,5000000299,2,12000.0,24000.0
1000000222,1,5000000300,2,12000.0,24000.0
1000000223,1,5000000301,2,12600.0,25200.0
1000000224,2,5000000302,3,15000.0,45000.0
1000000225,1,5000000303,3,12600.0,37800.0
1000000226,1,5000000304,3,10800.0,32400.0
1000000227,1,5000000305,3,12000.0,36000.0
1000000228,1,5000000306,3,12000.0,36000.0
1000000229,2,5000000307,1,15000.0,15000.0
1000000230,1,5000000308,3,12000.0,36000.0
1000000231,2,5000000309,3,15750.0,47250.0
1000000232,1,5000000310,1,13200.0,13200.0
1000000232,1,5000000311,2,12000.0,24000.0
1000000233,2,5000000312,1,15000.0,15000.0
1000000234,1,5000000313,2,12000.0,24000.0
1000000235,1,5000000314,2,12000.0,24000.0
1000000236,1,5000000315,1,12000.0,12000.0
1000000236,1,5000000316,1,12000.0,12000.0
1000000237,1,5000000317,3,12000.0,36000.0
1000000238,1,5000000318,2,10800.0,21600.0
1000000239,1,5000000319,1,12600.0,12600.0
1000000239,2,5000000320,3,13500.0,40500.0
1000000240,2,5000000321,2,15000.0,30000.0
1000000240,1,5000000322,1,12000.0,12000.0
1000000241,2,5000000323,2,15000.0,30000.0
1000000241,1,5000000324,3,12000.0,36000.0
1000000242,1,5000000325,3,12600.0,37800.0
1000000243,2,5000000326,1,16500.0,16500.0
1000000244,1,5000000327,2,10800.0,21600.0
1000000245,2,5000000328,1,15000.0,15000.0
1000000245,2,5000000329,2,13500.0,27000.0
1000000246,1,5000000330,3,12000.0,36000.0
1000000246,2,5000000331,2,13500.0,27000.0
1000000247,2,5000000332,1,15750.0,15750.0
1000000248,1,5000000333,1,12000.0,12000.0
1000000249,1,5000000334,3,13200.0,39600.0
1000000250,2,5000000335,3,15750.0,47250.0
1000000251,1,5000000336,3,12000.0,36000.0
1000000252,2,5000000337,3,15000.0,45000.0
1000000253,1,5000000338,2,12600.0,25200.0
1000000253,1,5000000339,2,12000.0,24000.0
1000000254,1,5000000340,2,10800.0,21600.0
1000000255,2,5000000341,1,15000.0,15000.0
1000000256,1,5000000342,2,12000.0,24000.0
1000000257,2,5000000343,2,15000.0,30000.0
1000000257,2,5000000344,2,15000.0,30000.0
1000000258,2,5000000345,2,15000.0,30000.0
1000000259,1,5000000346,2,13200.0,26400.0
1000000260,2,5000000347,2,16500.0,33000.0
1000000261,1,5000000348,2,12000.0,24000.0
1000000262,1,5000000349,3,12000.0,36000.0
1000000263,2,5000000350,3,15000.0,45000.0
1000000264,1,5000000351,1,12600.0,12600.0
1000000264,2,5000000352,3,15750.0,47250.0
1000000265,1,5000000353,3,13200.0,39600.0
1000000265,1,5000000354,1,13200.0,13200.0
1000000266,1,5000000355,2,12000.0,24000.0
1000000266,2,5000000356,1,16500.0,16500.0
1000000267,2,5000000357,2,15000.0,30000.0
1000000268,1,5000000358,1,12000.0,12000.0
1000000269,2,5000000359,3,15750.0,47250.0
1000000269,1,5000000360,2,12000.0,24000.0
1000000270,1,5000000361,1,12000.0,12000.0
1000000271,1,5000000362,3,12000.0,36000.0
1000000271,1,5000000363,3,12000.0,36000.0
1000000272,1,5000000364,2,13200.0,26400.0
1000000273,1,5000000365,3,12000.0,36000.0
1000000274,1,5000000366,2,12000.0,24000.0
1000000274,2,5000000367,3,13500.0,40500.0
1000000275,1,5000000368,1,12000.0,12000.0
1000000275,1,5000000369,1,12000.0,12000.0
1000000276,1,5000000370,2,12000.0,24000.0
1000000277,2,5000000371,2,15000.0,30000.0
1000000277,1,5000000372,1,12000.0,12000.0
1000000278,1,5000000373,2,10800.0,21600.0
1000000279,2,5000000374,3,15000.0,45000.0
1000000280,2,5000000375,1,15000.0,15000.0
1000000280,1,5000000376,1,12600.0,12600.0
1000000281,1,5000000377,2,12000.0,24000.0
1000000281,1,5000000378,2,10800.0,21600.0
1000000282,1,5000000379,2,10800.0,21600.0
1000000283,2,5000000380,1,13500.0,13500.0
1000000284,2,5000000381,2,15000.0,30000.0
1000000284,2,5000000382,2,15000.0,30000.0
1000000285,2,5000000383,1,15000.0,15000.0
1000000286,2,5000000384,2,15000.0,30000.0
1000000287,2,5000000385,3,15000.0,45000.0
1000000288,1,5000000386,1,12000.0,12000.0
1000000289,2,5000000387,3,15750.0,47250.0
1000000289,2,5000000388,2,13500.0,27000.0
1000000290,1,5000000389,1,12000.0,12000.0
1000000290,2,5000000390,3,13500.0,40500.0
1000000290,1,5000000391,3,13200.0,39600.0
1000000291,2,5000000392,3,16500.0,49500.0
1000000292,2,5000000393,1,15000.0,15000.0
1000000292,1,5000000394,1,12600.0,12600.0
1000000293,1,5000000395,2,12000.0,24000.0
1000000294,1,5000000396,3,12000.0,36000.0
1000000295,1,5000000397,2,10800.0,21600.0
1000000296,2,5000000398,1,15000.0,15000.0
1000000297,2,5000000399,3,15000.0,45000.0
1000000298,1,5000000400,3,12000.0,36000.0
1000000299,1,5000000401,3,12000.0,36000.0
1000000300,1,5000000402,3,12000.0,36000.0
1000000300,1,5000000403,1,12000.0,12000.0
1000000301,1,5000000404,2,12000.0,24000.0
1000000302,2,5000000405,2,13500.0,27000.0
1000000302,2,5000000406,2,16500.0,33000.0
1000000303,1,5000000407,3,12000.0,36000.0
1000000304,2,5000000408,1,15000.0,15000.0
1000000304,2,5000000409,3,15750.0,47250.0
1000000304,2,5000000410,3,13500.0,40500.0
1000000305,1,5000000411,2,12600.0,25200.0
1000000306,2,5000000412,3,15000.0,45000.0
1000000306,1,5000000413,2,13200.0,26400.0
1000000307,2,5000000414,1,15000.0,15000.0
1000000308,2,5000000415,1,15000.0,15000.0
1000000309,1,5000000416,3,12600.0,37800.0
1000000310,1,5000000417,2,12000.0,24000.0
1000000311,2,5000000418,2,15750.0,31500.0
1000000312,2,5000000419,2,15750.0,31500.0
1000000313,2,5000000420,3,15000.0,45000.0
1000000313,2,5000000421,1,15000.0,15000.0
1000000314,2,5000000422,1,15000.0,15000.0
1000000314,1,5000000423,1,12000.0,12000.0
1000000315,2,5000000424,1,15750.0,15750.0
1000000315,2,5000000425,2,15000.0,30000.0
1000000316,2,5000000426,1,15750.0,15750.0
1000000316,2,5000000427,3,15000.0,45000.0
1000000317,2,5000000428,2,16500.0,33000.0
1000000318,1,5000000429,1,12600.0,12600.0
1000000319,1,5000000430,1,12000.0,12000.0
1000000320,2,5000000431,1,15000.0,15000.0
1000000320,2,5000000432,1,15000.0,15000.0
1000000321,2,5000000433,3,15000.0,45000.0
1000000321,2,5000000434,2,16500.0,33000.0
1000000322,1,5000000435,3,10800.0,32400.0
1000000323,1,5000000436,2,10800.0,21600.0
1000000323,1,5000000437,2,12600.0,25200.0
1000000324,2,5000000438,2,16500.0,33000.0
1000000324,1,5000000439,2,12600.0,25200.0
1000000325,1,5000000440,2,13200.0,26400.0
1000000326,1,5000000441,3,12000.0,36000.0
1000000326,1,5000000442,3,12000.0,36000.0
1000000327,1,5000000443,2,12600.0,25200.0
1000000328,2,5000000444,3,13500.0,40500.0
1000000328,2,5000000445,2,15000.0,30000.0
1000000329,1,5000000446,3,13200.0,39600.0
1000000330,1,5000000447,2,12000.0,24000.0
1000000331,2,5000000448,3,15000.0,45000.0
1000000331,2,5000000449,1,15750.0,15750.0
1000000332,1,5000000450,3,12000.0,36000.0
1000000332,2,5000000451,1,15000.0,15000.0
1000000333,1,5000000452,1,13200.0,13200.0
1000000334,1,5000000453,2,12000.0,24000.0
1000000334,1,5000000454,3,12000.0,36000.0
1000000335,2,5000000455,3,16500.0,49500.0
1000000335,1,5000000456,1,12000.0,12000.0
1000000336,1,5000000457,1,12000.0,12000.0
1000000336,1,5000000458,2,13200.0,26400.0
1000000337,2,5000000459,1,15000.0,15000.0
1000000338,2,5000000460,2,13500.0,27000.0
1000000338,1,5000000461,1,12000.0,12000.0
1000000339,2,5000000462,3,15000.0,45000.0
1000000340,1,5000000463,1,12000.0,12000.0
1000000341,1,5000000464,2,12600.0,25200.0
1000000342,2,5000000465,1,15000.0,15000.0
1000000343,1,5000000466,1,12600.0,12600.0
1000000343,1,5000000467,1,12000.0,12000.0
1000000344,2,5000000468,2,16500.0,33000.0
1000000345,1,5000000469,3,12600.0,37800.0
1000000346,1,5000000470,3,12000.0,36000.0
1000000347,2,5000000471,3,15000.0,45000.0
1000000348,1,5000000472,1,10800.0,10800.0
1000000349,1,5000000473,3,12000.0,36000.0
1000000350,1,5000000474,3,12000.0,36000.0
1000000351,2,5000000475,2,15000.0,30000.0
1000000352,2,5000000476,2,15750.0,31500.0
1000000353,1,5000000477,3,12000.0,36000.0
1000000354,1,5000000478,1,13200.0,13200.0
1000000355,2,5000000479,3,15000.0,45000.0
1000000356,2,5000000480,3,15000.0,45000.0
1000000357,1,5000000481,1,12000.0,12000.0
1000000358,2,5000000482,2,15000.0,30000.0
1000000359,2,5000000483,2,15000.0,30000.0
1000000360,1,5000000484,2,12000.0,24000.0
1000000360,1,5000000485,3,10800.0,32400.0
1000000361,1,5000000486,3,13200.0,39600.0
1000000361,1,5000000487,2,12000.0,24000.0
1000000362,1,5000000488,3,12000.0,36000.0
1000000363,1,5000000489,1,12000.0,12000.0
1000000364,1,5000000490,2,12600.0,25200.0
1000000365,1,5000000491,3,12000.0,36000.0
1000000365,1,5000000492,3,12000.0,36000.0
1000000366,2,5000000493,3,15750.0,47250.0
1000000367,2,5000000494,2,13500.0,27000.0
1000000368,1,5000000495,2,12000.0,24000.0
1000000369,1,5000000496,3,12000.0,36000.0
1000000370,2,5000000497,2,15750.0,31500.0
1000000371,2,5000000498,2,15000.0,30000.0
1000000372,1,5000000499,1,12600.0,12600.0
1000000373,1,5000000500,1,12600.0,12600.0
1000000374,2,5000000501,3,15000.0,45000.0
1000000375,2,5000000502,1,15750.0,15750.0
1000000376,2,5000000503,3,15000.0,45000.0
1000000377,2,5000000504,2,15000.0,30000.0
1000000378,2,5000000505,3,13500.0,40500.0
1000000379,1,5000000506,1,10800.0,10800.0
1000000380,2,5000000507,2,16500.0,33000.0
1000000380,2,5000000508,2,13500.0,27000.0
1000000381,2,5000000509,2,15750.0,31500.0
1000000381,1,5000000510,3,12600.0,37800.0
1000000382,2,5000000511,2,15000.0,30000.0
1000000383,2,5000000512,2,16500.0,33000.0
1000000383,2,5000000513,1,13500.0,13500.0
1000000384,1,5000000514,3,12000.0,36000.0
1000000385,2,5000000515,2,15750.0,31500.0
1000000385,2,5000000516,1,15000.0,15000.0
1000000385,1,5000000517,3,10800.0,32400.0
1000000386,2,5000000518,1,15000.0,15000.0
1000000387,1,5000000519,3,12000.0,36000.0
1000000388,2,5000000520,2,15000.0,30000.0
1000000388,2,5000000521,1,15000.0,15000.0
1000000389,1,5000000522,1,10800.0,10800.0
1000000390,2,5000000523,1,15750.0,15750.0
1000000391,2,5000000524,1,15000.0,15000.0
1000000392,2,5000000525,2,15000.0,30000.0
1000000393,1,5000000526,1,12000.0,12000.0
1000000394,2,5000000527,3,13500.0,40500.0
1000000395,1,5000000528,3,12600.0,37800.0
1000000396,1,5000000529,3,13200.0,39600.0
1000000396,1,5000000530,1,12600.0,12600.0
1000000397,1,5000000531,1,12000.0,12000.0
1000000398,2,5000000532,2,15000.0,30000.0
1000000398,1,5000000533,3,12000.0,36000.0
1000000399,2,5000000534,1,15000.0,15000.0
1000000399,1,5000000535,3,12000.0,36000.0
1000000400,1,5000000536,1,12600.0,12600.0
1000000401,2,5000000537,3,13500.0,40500.0
1000000402,1,5000000538,3,13200.0,39600.0
1000000403,2,5000000539,3,15000.0,45000.0
1000000404,1,5000000540,2,13200.0,26400.0
1000000404,1,5000000541,1,12000.0,12000.0
1000000405,2,5000000542,2,15000.0,30000.0
1000000405,1,5000000543,3,13200.0,39600.0
1000000406,2,5000000544,3,15000.0,45000.0
1000000407,1,5000000545,1,12000.0,12000.0
1000000407,2,5000000546,1,15000.0,15000.0
1000000408,2,5000000547,2,15750.0,31500.0
1000000409,1,5000000548,3,12000.0,36000.0
1000000410,1,5000000549,3,12000.0,36000.0
1000000411,2,5000000550,3,13500.0,40500.0
1000000412,1,5000000551,2,12000.0,24000.0
1000000413,1,5000000552,2,12000.0,24000.0
1000000414,1,5000000553,2,12600.0,25200.0
1000000414,2,5000000554,1,15000.0,15000.0
1000000415,2,5000000555,1,15000.0,15000.0
1000000416,2,5000000556,2,16500.0,33000.0
1000000417,1,5000000557,2,13200.0,26400.0
1000000418,2,5000000558,2,15000.0,30000.0
1000000418,1,5000000559,1,12000.0,12000.0
1000000419,2,5000000560,2,15000.0,30000.0
1000000419,1,5000000561,3,12600.0,37800.0
1000000420,1,5000000562,1,12000.0,12000.0
1000000421,1,5000000563,3,12000.0,36000.0
1000000422,2,5000000564,2,15000.0,30000.0
1000000422,2,5000000565,2,15000.0,30000.0
1000000423,1,5000000566,2,12000.0,24000.0
1000000424,1,5000000567,1,12000.0,12000.0
1000000425,1,5000000568,1,10800.0,10800.0
1000000426,1,5000000569,3,12000.0,36000.0
1000000427,2,5000000570,1,13500.0,13500.0
1000000427,1,5000000571,2,12000.0,24000.0
1000000428,2,5000000572,2,15000.0,30000.0
1000000429,1,5000000573,3,10800.0,32400.0
1000000429,2,5000000574,2,16500.0,33000.0
1000000430,1,5000000575,3,12600.0,37800.0
1000000431,1,5000000576,3,12600.0,37800.0
1000000432,1,5000000577,3,13200.0,39600.0
1000000433,1,5000000578,1,10800.0,10800.0
1000000434,1,5000000579,2,12000.0,24000.0
1000000435,2,5000000580,3,15000.0,45000.0
