date_sk,date,year,month,day,week,dow,ym
148,2024-01-09 04:03:29,2024,1,9,2,2,2024-01
149,2024-01-09 04:13:18,2024,1,9,2,2,2024-01
150,2024-01-09 06:33:48,2024,1,9,2,2,2024-01
151,2024-01-09 06:41:55,2024,1,9,2,2,2024-01
152,2024-01-09 06:56:18,2024,1,9,2,2,2024-01
153,2024-01-09 07:11:19,2024,1,9,2,2,2024-01
154,2024-01-09 07:24:39,2024,1,9,2,2,2024-01
155,2024-01-09 08:11:39,2024,1,9,2,2,2024-01
156,2024-01-09 08:38:27,2024,1,9,2,2,2024-01
157,2024-01-09 09:53:07,2024,1,9,2,2,2024-01
158,2024-01-09 09:59:58,2024,1,9,2,2,2024-01
159,2024-01-09 13:03:02,2024,1,9,2,2,2024-01
160,2024-01-09 13:58:11,2024,1,9,2,2,2024-01
161,2024-01-09 15:12:41,2024,1,9,2,2,2024-01
162,2024-01-09 16:14:33,2024,1,9,2,2,2024-01
163,2024-01-09 19:45:06,2024,1,9,2,2,2024-01
164,2024-01-09 19:53:43,2024,1,9,2,2,2024-01
165,2024-01-09 21:06:57,2024,1,9,2,2,2024-01
166,2024-01-09 22:14:19,2024,1,9,2,2,2024-01
167,2024-01-09 22:17:17,2024,1,9,2,2,2024-01
168,2024-01-09 22:33:03,2024,1,9,2,2,2024-01
169,2024-01-09 22:42:56,2024,1,9,2,2,2024-01
170,2024-01-09 22:57:49,2024,1,9,2,2,2024-01
171,2024-01-09 23:49:12,2024,1,9,2,2,2024-01
172,2024-01-10 00:42:55,2024,1,10,2,3,2024-01
173,2024-01-10 07:29:24,2024,1,10,2,3,2024-01
174,2024-01-10 09:35:45,2024,1,10,2,3,2024-01
175,2024-01-10 10:40:43,2024,1,10,2,3,2024-01
176,2024-01-10 11:57:25,2024,1,10,2,3,2024-01
177,2024-01-10 13:04:58,2024,1,10,2,3,2024-01
178,2024-01-10 14:51:49,2024,1,10,2,3,2024-01
179,2024-01-10 17:57:28,2024,1,10,2,3,2024-01
180,2024-01-10 18:12:11,2024,1,10,2,3,2024-01
181,2024-01-10 19:22:17,2024,1,10,2,3,2024-01
182,2024-01-10 19:47:14,2024,1,10,2,3,2024-01
183,2024-01-10 20:26:34,2024,1,10,2,3,2024-01
184,2024-01-10 20:45:24,2024,1,10,2,3,2024-01
185,2024-01-10 22:00:40,2024,1,10,2,3,2024-01
186,2024-01-10 22:51:51,2024,1,10,2,3,2024-01
187,2024-01-11 01:13:13,2024,1,11,2,4,2024-01
188,2024-01-11 02:46:21,2024,1,11,2,4,2024-01
189,2024-01-11 03:42:15,2024,1,11,2,4,2024-01
190,2024-01-11 06:27:27,2024,1,11,2,4,2024-01
191,2024-01-11 06:38:03,2024,1,11,2,4,2024-01
192,2024-01-11 06:43:36,2024,1,11,2,4,2024-01
193,2024-01-11 06:58:15,2024,1,11,2,4,2024-01
194,2024-01-11 07:56:40,2024,1,11,2,4,2024-01
195,2024-01-11 09:33:43,2024,1,11,2,4,2024-01
196,2024-01-11 09:38:40,2024,1,11,2,4,2024-01
197,2024-01-11 12:34:22,2024,1,11,2,4,2024-01
198,2024-01-11 15:43:25,2024,1,11,2,4,2024-01
199,2024-01-11 16:40:18,2024,1,11,2,4,2024-01
200,2024-01-11 17:16:43,2024,1,11,2,4,2024-01
201,2024-01-11 17:41:11,2024,1,11,2,4,2024-01
202,2024-01-11 18:44:02,2024,1,11,2,4,2024-01
203,2024-01-11 23:29:51,2024,1,11,2,4,2024-01
204,2024-01-12 00:47:56,2024,1,12,2,5,2024-01
205,2024-01-12 03:01:18,2024,1,12,2,5,2024-01
206,2024-01-12 05:54:27,2024,1,12,2,5,2024-01
207,2024-01-12 06:36:38,2024,1,12,2,5,2024-01
208,2024-01-12 06:49:44,2024,1,12,2,5,2024-01
209,2024-01-12 07:53:00,2024,1,12,2,5,2024-01
210,2024-01-12 09:58:54,2024,1,12,2,5,2024-01
211,2024-01-12 11:07:47,2024,1,12,2,5,2024-01
212,2024-01-12 12:43:21,2024,1,12,2,5,2024-01
213,2024-01-12 13:21:19,2024,1,12,2,5,2024-01
214,2024-01-12 14:05:07,2024,1,12,2,5,2024-01
215,2024-01-12 16:41:12,2024,1,12,2,5,2024-01
216,2024-01-12 17:02:05,2024,1,12,2,5,2024-01
217,2024-01-12 20:19:04,2024,1,12,2,5,2024-01
218,2024-01-13 00:58:32,2024,1,13,2,6,2024-01
219,2024-01-13 03:58:31,2024,1,13,2,6,2024-01
220,2024-01-13 04:06:26,2024,1,13,2,6,2024-01
221,2024-01-13 04:16:34,2024,1,13,2,6,2024-01
222,2024-01-13 04:20:28,2024,1,13,2,6,2024-01
223,2024-01-13 05:12:12,2024,1,13,2,6,2024-01
224,2024-01-13 07:35:51,2024,1,13,2,6,2024-01
225,2024-01-13 07:50:13,2024,1,13,2,6,2024-01
226,2024-01-13 08:30:34,2024,1,13,2,6,2024-01
227,2024-01-13 08:47:33,2024,1,13,2,6,2024-01
228,2024-01-13 08:51:34,2024,1,13,2,6,2024-01
229,2024-01-13 09:48:27,2024,1,13,2,6,2024-01
230,2024-01-13 13:04:47,2024,1,13,2,6,2024-01
231,2024-01-13 13:05:08,2024,1,13,2,6,2024-01
232,2024-01-13 13:44:32,2024,1,13,2,6,2024-01
233,2024-01-13 14:01:52,2024,1,13,2,6,2024-01
234,2024-01-13 14:37:53,2024,1,13,2,6,2024-01
235,2024-01-13 14:46:59,2024,1,13,2,6,2024-01
236,2024-01-13 16:52:43,2024,1,13,2,6,2024-01
237,2024-01-13 17:12:40,2024,1,13,2,6,2024-01
238,2024-01-13 17:57:16,2024,1,13,2,6,2024-01
239,2024-01-13 19:31:00,2024,1,13,2,6,2024-01
240,2024-01-13 22:17:30,2024,1,13,2,6,2024-01
241,2024-01-13 23:13:39,2024,1,13,2,6,2024-01
242,2024-01-14 02:04:51,2024,1,14,2,7,2024-01
243,2024-01-14 04:04:06,2024,1,14,2,7,2024-01
244,2024-01-14 04:32:08,2024,1,14,2,7,2024-01
245,2024-01-14 04:37:14,2024,1,14,2,7,2024-01
246,2024-01-14 05:43:03,2024,1,14,2,7,2024-01
247,2024-01-14 06:02:21,2024,1,14,2,7,2024-01
248,2024-01-14 08:56:01,2024,1,14,2,7,2024-01
249,2024-01-14 09:59:03,2024,1,14,2,7,2024-01
250,2024-01-14 10:13:29,2024,1,14,2,7,2024-01
251,2024-01-14 13:10:39,2024,1,14,2,7,2024-01
252,2024-01-14 15:01:17,2024,1,14,2,7,2024-01
253,2024-01-14 15:04:14,2024,1,14,2,7,2024-01
254,2024-01-14 17:10:00,2024,1,14,2,7,2024-01
255,2024-01-14 18:01:12,2024,1,14,2,7,2024-01
256,2024-01-14 23:05:50,2024,1,14,2,7,2024-01
257,2024-01-15 00:06:43,2024,1,15,3,1,2024-01
258,2024-01-15 01:51:31,2024,1,15,3,1,2024-01
259,2024-01-15 02:25:41,2024,1,15,3,1,2024-01
260,2024-01-15 03:32:33,2024,1,15,3,1,2024-01
261,2024-01-15 04:18:53,2024,1,15,3,1,2024-01
262,2024-01-15 04:55:34,2024,1,15,3,1,2024-01
263,2024-01-15 05:42:51,2024,1,15,3,1,2024-01
264,2024-01-15 06:40:23,2024,1,15,3,1,2024-01
265,2024-01-15 07:18:01,2024,1,15,3,1,2024-01
266,2024-01-15 07:59:28,2024,1,15,3,1,2024-01
267,2024-01-15 09:34:52,2024,1,15,3,1,2024-01
268,2024-01-15 11:36:25,2024,1,15,3,1,2024-01
269,2024-01-15 11:52:45,2024,1,15,3,1,2024-01
270,2024-01-15 12:27:19,2024,1,15,3,1,2024-01
271,2024-01-15 14:04:38,2024,1,15,3,1,2024-01
272,2024-01-15 16:41:07,2024,1,15,3,1,2024-01
273,2024-01-15 17:05:29,2024,1,15,3,1,2024-01
274,2024-01-15 18:39:19,2024,1,15,3,1,2024-01
275,2024-01-15 18:58:03,2024,1,15,3,1,2024-01
276,2024-01-16 00:17:19,2024,1,16,3,2,2024-01
277,2024-01-16 03:54:54,2024,1,16,3,2,2024-01
278,2024-01-16 05:56:18,2024,1,16,3,2,2024-01
279,2024-01-16 06:14:30,2024,1,16,3,2,2024-01
280,2024-01-16 06:39:03,2024,1,16,3,2,2024-01
281,2024-01-16 07:45:15,2024,1,16,3,2,2024-01
282,2024-01-16 08:24:37,2024,1,16,3,2,2024-01
283,2024-01-16 09:46:14,2024,1,16,3,2,2024-01
284,2024-01-16 09:54:33,2024,1,16,3,2,2024-01
285,2024-01-16 15:03:38,2024,1,16,3,2,2024-01
286,2024-01-16 15:16:26,2024,1,16,3,2,2024-01
287,2024-01-16 17:27:51,2024,1,16,3,2,2024-01
288,2024-01-16 17:38:33,2024,1,16,3,2,2024-01
289,2024-01-16 18:23:22,2024,1,16,3,2,2024-01
290,2024-01-16 19:29:34,2024,1,16,3,2,2024-01
291,2024-01-16 19:47:07,2024,1,16,3,2,2024-01
292,2024-01-16 20:36:13,2024,1,16,3,2,2024-01
293,2024-01-16 21:07:32,2024,1,16,3,2,2024-01
294,2024-01-16 22:42:12,2024,1,16,3,2,2024-01
295,2024-01-16 22:46:08,2024,1,16,3,2,2024-01
296,2024-01-16 23:46:19,2024,1,16,3,2,2024-01
297,2024-01-16 23:54:31,2024,1,16,3,2,2024-01
298,2024-01-17 00:10:58,2024,1,17,3,3,2024-01
299,2024-01-17 00:53:17,2024,1,17,3,3,2024-01
300,2024-01-17 01:11:59,2024,1,17,3,3,2024-01
301,2024-01-17 07:21:25,2024,1,17,3,3,2024-01
302,2024-01-17 07:25:32,2024,1,17,3,3,2024-01
303,2024-01-17 13:00:08,2024,1,17,3,3,2024-01
304,2024-01-17 15:10:07,2024,1,17,3,3,2024-01
305,2024-01-17 15:36:48,2024,1,17,3,3,2024-01
306,2024-01-17 16:42:12,2024,1,17,3,3,2024-01
307,2024-01-17 17:20:54,2024,1,17,3,3,2024-01
308,2024-01-17 18:09:35,2024,1,17,3,3,2024-01
309,2024-01-17 18:27:33,2024,1,17,3,3,2024-01
310,2024-01-17 18:41:21,2024,1,17,3,3,2024-01
311,2024-01-17 18:49:28,2024,1,17,3,3,2024-01
312,2024-01-17 19:06:04,2024,1,17,3,3,2024-01
313,2024-01-17 19:08:24,2024,1,17,3,3,2024-01
314,2024-01-17 21:42:39,2024,1,17,3,3,2024-01
315,2024-01-17 21:51:01,2024,1,17,3,3,2024-01
316,2024-01-17 23:15:24,2024,1,17,3,3,2024-01
317,2024-01-17 23:42:35,2024,1,17,3,3,2024-01
318,2024-01-18 00:03:04,2024,1,18,3,4,2024-01
319,2024-01-18 01:37:30,2024,1,18,3,4,2024-01
320,2024-01-18 03:33:13,2024,1,18,3,4,2024-01
321,2024-01-18 03:44:09,2024,1,18,3,4,2024-01
322,2024-01-18 04:19:01,2024,1,18,3,4,2024-01
323,2024-01-18 05:36:19,2024,1,18,3,4,2024-01
324,2024-01-18 06:05:57,2024,1,18,3,4,2024-01
325,2024-01-18 06:25:32,2024,1,18,3,4,2024-01
326,2024-01-18 06:41:31,2024,1,18,3,4,2024-01
327,2024-01-18 07:10:04,2024,1,18,3,4,2024-01
328,2024-01-18 08:00:57,2024,1,18,3,4,2024-01
329,2024-01-18 09:35:55,2024,1,18,3,4,2024-01
330,2024-01-18 10:41:59,2024,1,18,3,4,2024-01
331,2024-01-18 11:44:33,2024,1,18,3,4,2024-01
332,2024-01-18 12:32:19,2024,1,18,3,4,2024-01
333,2024-01-18 15:04:33,2024,1,18,3,4,2024-01
334,2024-01-18 17:56:19,2024,1,18,3,4,2024-01
335,2024-01-18 18:14:57,2024,1,18,3,4,2024-01
336,2024-01-18 21:57:57,2024,1,18,3,4,2024-01
337,2024-01-18 23:38:53,2024,1,18,3,4,2024-01
338,2024-01-19 00:39:31,2024,1,19,3,5,2024-01
339,2024-01-19 00:41:13,2024,1,19,3,5,2024-01
340,2024-01-19 03:38:59,2024,1,19,3,5,2024-01
341,2024-01-19 03:49:33,2024,1,19,3,5,2024-01
342,2024-01-19 04:23:47,2024,1,19,3,5,2024-01
343,2024-01-19 05:14:28,2024,1,19,3,5,2024-01
344,2024-01-19 06:27:40,2024,1,19,3,5,2024-01
345,2024-01-19 11:47:50,2024,1,19,3,5,2024-01
346,2024-01-19 12:14:58,2024,1,19,3,5,2024-01
347,2024-01-19 13:43:29,2024,1,19,3,5,2024-01
348,2024-01-19 16:40:32,2024,1,19,3,5,2024-01
349,2024-01-19 19:19:32,2024,1,19,3,5,2024-01
350,2024-01-19 19:31:21,2024,1,19,3,5,2024-01
351,2024-01-19 22:35:20,2024,1,19,3,5,2024-01
352,2024-01-20 00:08:25,2024,1,20,3,6,2024-01
353,2024-01-20 02:26:27,2024,1,20,3,6,2024-01
354,2024-01-20 03:50:53,2024,1,20,3,6,2024-01
355,2024-01-20 07:20:59,2024,1,20,3,6,2024-01
356,2024-01-20 07:26:14,2024,1,20,3,6,2024-01
357,2024-01-20 07:48:47,2024,1,20,3,6,2024-01
358,2024-01-20 08:23:01,2024,1,20,3,6,2024-01
359,2024-01-20 10:30:24,2024,1,20,3,6,2024-01
360,2024-01-20 12:03:01,2024,1,20,3,6,2024-01
361,2024-01-20 13:54:57,2024,1,20,3,6,2024-01
362,2024-01-20 15:07:46,2024,1,20,3,6,2024-01
363,2024-01-20 16:02:05,2024,1,20,3,6,2024-01
364,2024-01-20 18:03:58,2024,1,20,3,6,2024-01
365,2024-01-20 21:24:34,2024,1,20,3,6,2024-01
366,2024-01-20 22:01:28,2024,1,20,3,6,2024-01
367,2024-01-20 22:23:45,2024,1,20,3,6,2024-01
368,2024-01-21 00:48:32,2024,1,21,3,7,2024-01
369,2024-01-21 02:19:31,2024,1,21,3,7,2024-01
370,2024-01-21 02:59:29,2024,1,21,3,7,2024-01
371,2024-01-21 03:58:44,2024,1,21,3,7,2024-01
372,2024-01-21 04:15:54,2024,1,21,3,7,2024-01
373,2024-01-21 09:13:51,2024,1,21,3,7,2024-01
374,2024-01-21 11:12:44,2024,1,21,3,7,2024-01
375,2024-01-21 12:29:10,2024,1,21,3,7,2024-01
376,2024-01-21 17:26:58,2024,1,21,3,7,2024-01
377,2024-01-21 18:30:16,2024,1,21,3,7,2024-01
378,2024-01-21 21:43:08,2024,1,21,3,7,2024-01
379,2024-01-22 02:25:07,2024,1,22,4,1,2024-01
380,2024-01-22 02:42:02,2024,1,22,4,1,2024-01
381,2024-01-22 04:47:09,2024,1,22,4,1,2024-01
382,2024-01-22 10:21:57,2024,1,22,4,1,2024-01
383,2024-01-22 10:24:36,2024,1,22,4,1,2024-01
384,2024-01-22 12:51:39,2024,1,22,4,1,2024-01
385,2024-01-22 14:18:32,2024,1,22,4,1,2024-01
386,2024-01-22 17:16:05,2024,1,22,4,1,2024-01
387,2024-01-22 17:31:47,2024,1,22,4,1,2024-01
388,2024-01-22 17:49:46,2024,1,22,4,1,2024-01
389,2024-01-22 19:03:42,2024,1,22,4,1,2024-01
390,2024-01-22 19:12:56,2024,1,22,4,1,2024-01
391,2024-01-22 19:28:24,2024,1,22,4,1,2024-01
392,2024-01-22 19:57:49,2024,1,22,4,1,2024-01
393,2024-01-22 20:12:34,2024,1,22,4,1,2024-01
394,2024-01-22 21:23:00,2024,1,22,4,1,2024-01
395,2024-01-22 21:41:16,2024,1,22,4,1,2024-01
396,2024-01-23 01:27:21,2024,1,23,4,2,2024-01
397,2024-01-23 02:36:19,2024,1,23,4,2,2024-01
398,2024-01-23 02:58:57,2024,1,23,4,2,2024-01
399,2024-01-23 03:13:15,2024,1,23,4,2,2024-01
400,2024-01-23 07:25:07,2024,1,23,4,2,2024-01
401,2024-01-23 14:21:23,2024,1,23,4,2,2024-01
402,2024-01-23 18:02:51,2024,1,23,4,2,2024-01
403,2024-01-23 18:23:58,2024,1,23,4,2,2024-01
404,2024-01-23 19:26:07,2024,1,23,4,2,2024-01
405,2024-01-23 19:53:20,2024,1,23,4,2,2024-01
406,2024-01-23 19:57:17,2024,1,23,4,2,2024-01
407,2024-01-24 03:03:33,2024,1,24,4,3,2024-01
408,2024-01-24 08:37:03,2024,1,24,4,3,2024-01
409,2024-01-24 10:45:07,2024,1,24,4,3,2024-01
410,2024-01-24 11:03:45,2024,1,24,4,3,2024-01
411,2024-01-24 13:15:07,2024,1,24,4,3,2024-01
412,2024-01-24 13:20:28,2024,1,24,4,3,2024-01
413,2024-01-24 13:27:17,2024,1,24,4,3,2024-01
414,2024-01-24 20:33:48,2024,1,24,4,3,2024-01
415,2024-01-24 22:05:22,2024,1,24,4,3,2024-01
416,2024-01-24 23:03:43,2024,1,24,4,3,2024-01
417,2024-01-24 23:33:54,2024,1,24,4,3,2024-01
418,2024-01-24 23:39:30,2024,1,24,4,3,2024-01
419,2024-01-25 00:31:32,2024,1,25,4,4,2024-01
420,2024-01-25 03:24:41,2024,1,25,4,4,2024-01
421,2024-01-25 04:20:04,2024,1,25,4,4,2024-01
422,2024-01-25 06:00:54,2024,1,25,4,4,2024-01
423,2024-01-25 06:09:07,2024,1,25,4,4,2024-01
424,2024-01-25 07:05:02,2024,1,25,4,4,2024-01
425,2024-01-25 07:27:00,2024,1,25,4,4,2024-01
426,2024-01-25 09:03:48,2024,1,25,4,4,2024-01
427,2024-01-25 09:39:31,2024,1,25,4,4,2024-01
428,2024-01-25 10:12:25,2024,1,25,4,4,2024-01
429,2024-01-25 10:34:33,2024,1,25,4,4,2024-01
430,2024-01-25 10:59:12,2024,1,25,4,4,2024-01
431,2024-01-25 11:25:07,2024,1,25,4,4,2024-01
432,2024-01-25 12:10:52,2024,1,25,4,4,2024-01
433,2024-01-25 12:52:26,2024,1,25,4,4,2024-01
434,2024-01-25 13:46:27,2024,1,25,4,4,2024-01
435,2024-01-25 14:09:39,2024,1,25,4,4,2024-01
436,2024-01-25 15:11:46,2024,1,25,4,4,2024-01
437,2024-01-25 15:14:36,2024,1,25,4,4,2024-01
438,2024-01-25 15:17:41,2024,1,25,4,4,2024-01
439,2024-01-25 16:00:36,2024,1,25,4,4,2024-01
440,2024-01-25 16:28:37,2024,1,25,4,4,2024-01
441,2024-01-25 18:14:34,2024,1,25,4,4,2024-01
442,2024-01-25 19:32:44,2024,1,25,4,4,2024-01
443,2024-01-25 22:52:24,2024,1,25,4,4,2024-01
444,2024-01-25 23:48:56,2024,1,25,4,4,2024-01
445,2024-01-26 00:07:55,2024,1,26,4,5,2024-01
446,2024-01-26 03:32:20,2024,1,26,4,5,2024-01
447,2024-01-26 03:57:39,2024,1,26,4,5,2024-01
448,2024-01-26 04:14:34,2024,1,26,4,5,2024-01
449,2024-01-26 04:15:04,2024,1,26,4,5,2024-01
450,2024-01-26 05:17:35,2024,1,26,4,5,2024-01
