order_id,date_sk,date,year,month,channel_code,channel_name,province_name,product_name,category_name,quantity,unit_price,line_total,total_amount,tax_amount,payment_amount,status,store_name,customer_sk,nps_score
1000000010,1301,2024-03-13 02:19:39,2024,3,OFFLINE,Tiendas Físicas,Buenos Aires,Sport B Bottle,Sport,1,15000.0,15000.0,17787.0,3087.0,17787.0,REFUNDED,Tienda BA,1336,6.75
1000000011,10063,2025-06-17 03:46:29,2025,6,OFFLINE,Tiendas Físicas,Mendoza,Sport B Bottle,Sport,1,15000.0,15000.0,41309.4,7169.4,41309.4,FULFILLED,Tienda MZA,1239,9.0
1000000011,10063,2025-06-17 03:46:29,2025,6,OFFLINE,Tiendas Físicas,Mendoza,Classic A Bottle,Classic,2,10800.0,21600.0,41309.4,7169.4,41309.4,FULFILLED,Tienda MZA,1239,9.0
1000000012,4136,2024-08-09 14:38:29,2024,8,OFFLINE,Tiendas Físicas,Santa Fe,Classic A Bottle,Classic,3,12000.0,36000.0,42688.8,7408.8,42688.8,FULFILLED,Tienda SF,1426,
1000000013,8396,2025-03-23 11:26:14,2025,3,OFFLINE,Tiendas Físicas,Buenos Aires,Sport B Bottle,Sport,3,15750.0,47250.0,123283.88,21396.38,123283.88,PAID,Tienda BA,862,8.333333333333334
1000000013,8396,2025-03-23 11:26:14,2025,3,OFFLINE,Tiendas Físicas,Buenos Aires,Classic A Bottle,Classic,3,12000.0,36000.0,123283.88,21396.38,123283.88,PAID,Tienda BA,862,8.333333333333334
1000000013,8396,2025-03-23 11:26:14,2025,3,OFFLINE,Tiendas Físicas,Buenos Aires,Classic A Bottle,Classic,2,12000.0,24000.0,123283.88,21396.38,123283.88,PAID,Tienda BA,862,8.333333333333334
1000000014,11174,2025-08-18 12:46:12,2025,8,ONLINE,Tienda Online,,Classic A Bottle,Classic,1,12000.0,12000.0,15129.6,2469.6,15129.6,PAID,,181,9.5
1000000015,4846,2024-09-15 12:43:40,2024,9,ONLINE,Tienda Online,,Classic A Bottle,Classic,2,12000.0,24000.0,29659.2,4939.2,29659.2,CANCELLED,,700,7.5
1000000016,11372,2025-08-27 22:46:32,2025,8,ONLINE,Tienda Online,,Classic A Bottle,Classic,2,12600.0,25200.0,28642.8,4762.8,28642.8,FULFILLED,,475,7.5
1000000017,7805,2025-02-19 14:36:04,2025,2,OFFLINE,Tiendas Físicas,Córdoba,Sport B Bottle,Sport,2,15750.0,31500.0,80912.7,14042.7,80912.7,FULFILLED,Tienda CBA,753,
1000000017,7805,2025-02-19 14:36:04,2025,2,OFFLINE,Tiendas Físicas,Córdoba,Classic A Bottle,Classic,3,12000.0,36000.0,80912.7,14042.7,80912.7,FULFILLED,Tienda CBA,753,
1000000018,3628,2024-07-14 15:20:18,2024,7,ONLINE,Tienda Online,,Sport B Bottle,Sport,1,13500.0,13500.0,100107.9,17217.9,100107.9,CANCELLED,,1151,8.0
1000000018,3628,2024-07-14 15:20:18,2024,7,ONLINE,Tienda Online,,Classic A Bottle,Classic,2,13200.0,26400.0,100107.9,17217.9,100107.9,CANCELLED,,1151,8.0
1000000018,3628,2024-07-14 15:20:18,2024,7,ONLINE,Tienda Online,,Sport B Bottle,Sport,3,15000.0,45000.0,100107.9,17217.9,100107.9,CANCELLED,,1151,8.0
1000000019,8964,2025-04-21 04:12:18,2025,4,ONLINE,Tienda Online,,Classic A Bottle,Classic,3,12600.0,37800.0,46023.24,7779.24,46023.24,FULFILLED,,793,6.0
1000000020,2308,2024-05-06 01:36:24,2024,5,ONLINE,Tienda Online,,Sport B Bottle,Sport,3,16500.0,49500.0,59895.0,10395.0,59895.0,FULFILLED,,866,5.75
1000000021,11867,2025-09-23 22:05:51,2025,9,ONLINE,Tienda Online,,Classic A Bottle,Classic,2,12000.0,24000.0,29659.2,4939.2,29659.2,FULFILLED,,1110,5.333333333333333
1000000022,1641,2024-03-31 02:16:34,2024,3,OFFLINE,Tiendas Físicas,Buenos Aires,Classic A Bottle,Classic,2,12000.0,24000.0,29040.0,5040.0,29040.0,REFUNDED,Tienda BA,854,10.0
1000000023,10394,2025-07-05 19:42:57,2025,7,OFFLINE,Tiendas Físicas,Santa Fe,Sport B Bottle,Sport,2,15000.0,30000.0,82764.0,14364.0,82764.0,FULFILLED,Tienda SF,379,9.0
1000000023,10394,2025-07-05 19:42:57,2025,7,OFFLINE,Tiendas Físicas,Santa Fe,Classic A Bottle,Classic,1,12000.0,12000.0,82764.0,14364.0,82764.0,FULFILLED,Tienda SF,379,9.0
1000000023,10394,2025-07-05 19:42:57,2025,7,OFFLINE,Tiendas Físicas,Santa Fe,Sport B Bottle,Sport,2,15000.0,30000.0,82764.0,14364.0,82764.0,FULFILLED,Tienda SF,379,9.0
1000000024,8029,2025-03-02 15:57:05,2025,3,OFFLINE,Tiendas Físicas,Córdoba,Classic A Bottle,Classic,1,12000.0,12000.0,14229.6,2469.6,14229.6,FULFILLED,Tienda CBA,441,8.5
1000000025,11332,2025-08-26 06:57:45,2025,8,ONLINE,Tienda Online,,Sport B Bottle,Sport,3,15750.0,47250.0,86005.88,14718.38,86005.88,FULFILLED,,125,8.0
1000000025,11332,2025-08-26 06:57:45,2025,8,ONLINE,Tienda Online,,Classic A Bottle,Classic,2,12600.0,25200.0,86005.88,14718.38,86005.88,FULFILLED,,125,8.0
1000000026,6525,2024-12-12 23:59:48,2024,12,ONLINE,Tienda Online,,Sport B Bottle,Sport,1,15000.0,15000.0,17535.0,2835.0,17535.0,FULFILLED,,1201,
1000000027,6300,2024-12-02 01:44:59,2024,12,ONLINE,Tienda Online,,Classic A Bottle,Classic,2,12000.0,24000.0,28488.0,4788.0,28488.0,FULFILLED,,1055,8.0
1000000028,2504,2024-05-17 06:11:07,2024,5,ONLINE,Tienda Online,,Classic A Bottle,Classic,1,12000.0,12000.0,14520.0,2520.0,14520.0,FULFILLED,,382,5.666666666666667
1000000029,11688,2025-09-14 02:43:49,2025,9,ONLINE,Tienda Online,,Sport B Bottle,Sport,2,16500.0,33000.0,79235.4,13595.4,79235.4,FULFILLED,,1456,5.666666666666667
1000000029,11688,2025-09-14 02:43:49,2025,9,ONLINE,Tienda Online,,Classic A Bottle,Classic,3,12000.0,36000.0,79235.4,13595.4,79235.4,FULFILLED,,1456,5.666666666666667
1000000030,9919,2025-06-09 19:02:55,2025,6,OFFLINE,Tiendas Físicas,Mendoza,Classic A Bottle,Classic,3,12000.0,36000.0,41382.0,7182.0,41382.0,PAID,Tienda MZA,1377,9.0
1000000031,9321,2025-05-10 11:15:07,2025,5,OFFLINE,Tiendas Físicas,Mendoza,Classic A Bottle,Classic,2,12000.0,24000.0,28459.2,4939.2,28459.2,PAID,Tienda MZA,1375,5.333333333333333
1000000032,8271,2025-03-15 14:37:22,2025,3,ONLINE,Tienda Online,,Sport B Bottle,Sport,2,15000.0,30000.0,33870.0,5670.0,33870.0,FULFILLED,,821,7.0
1000000033,2928,2024-06-08 03:23:04,2024,6,OFFLINE,Tiendas Físicas,Mendoza,Sport B Bottle,Sport,1,15000.0,15000.0,17787.0,3087.0,17787.0,FULFILLED,Tienda MZA,1475,8.0
1000000034,6033,2024-11-17 01:24:31,2024,11,OFFLINE,Tiendas Físicas,Córdoba,Sport B Bottle,Sport,3,15750.0,47250.0,103318.88,17931.38,103318.88,FULFILLED,Tienda CBA,634,6.666666666666667
1000000034,6033,2024-11-17 01:24:31,2024,11,OFFLINE,Tiendas Físicas,Córdoba,Sport B Bottle,Sport,3,15000.0,45000.0,103318.88,17931.38,103318.88,FULFILLED,Tienda CBA,634,6.666666666666667
1000000035,206,2024-01-12 05:54:27,2024,1,OFFLINE,Tiendas Físicas,Buenos Aires,Classic A Bottle,Classic,2,12000.0,24000.0,26136.0,4536.0,26136.0,FULFILLED,Tienda BA,585,9.0
1000000036,5021,2024-09-24 18:59:17,2024,9,ONLINE,Tienda Online,,Classic A Bottle,Classic,2,12000.0,24000.0,61158.0,10458.0,61158.0,FULFILLED,,180,9.0
1000000036,5021,2024-09-24 18:59:17,2024,9,ONLINE,Tienda Online,,Sport B Bottle,Sport,2,15000.0,30000.0,61158.0,10458.0,61158.0,FULFILLED,,180,9.0
1000000037,445,2024-01-26 00:07:55,2024,1,ONLINE,Tienda Online,,Classic A Bottle,Classic,2,12600.0,25200.0,31082.16,5186.16,31082.16,FULFILLED,,482,
1000000038,598,2024-02-02 22:29:21,2024,2,OFFLINE,Tiendas Físicas,Buenos Aires,Classic A Bottle,Classic,1,12000.0,12000.0,14229.6,2469.6,14229.6,FULFILLED,Tienda BA,620,3.0
1000000039,2625,2024-05-23 04:42:33,2024,5,OFFLINE,Tiendas Físicas,Buenos Aires,Classic A Bottle,Classic,3,10800.0,32400.0,71583.6,12423.6,71583.6,FULFILLED,Tienda BA,603,8.5
1000000039,2625,2024-05-23 04:42:33,2024,5,OFFLINE,Tiendas Físicas,Buenos Aires,Sport B Bottle,Sport,2,15000.0,30000.0,71583.6,12423.6,71583.6,FULFILLED,Tienda BA,603,8.5
1000000040,1167,2024-03-04 06:58:13,2024,3,ONLINE,Tienda Online,,Classic A Bottle,Classic,1,12000.0,12000.0,14994.0,2394.0,14994.0,CANCELLED,,1028,
1000000041,249,2024-01-14 09:59:03,2024,1,OFFLINE,Tiendas Físicas,Santa Fe,Sport B Bottle,Sport,1,15000.0,15000.0,29657.1,5147.1,29657.1,FULFILLED,Tienda SF,1005,9.0
1000000041,249,2024-01-14 09:59:03,2024,1,OFFLINE,Tiendas Físicas,Santa Fe,Classic A Bottle,Classic,1,10800.0,10800.0,29657.1,5147.1,29657.1,FULFILLED,Tienda SF,1005,9.0
1000000042,5091,2024-09-27 21:17:36,2024,9,ONLINE,Tienda Online,,Classic A Bottle,Classic,1,10800.0,10800.0,13914.6,2154.6,13914.6,FULFILLED,,790,8.0
1000000043,2591,2024-05-21 10:46:11,2024,5,ONLINE,Tienda Online,,Classic A Bottle,Classic,3,13200.0,39600.0,48816.0,8316.0,48816.0,PAID,,665,3.3333333333333335
1000000044,11468,2025-09-02 12:32:15,2025,9,ONLINE,Tienda Online,,Sport B Bottle,Sport,2,15000.0,30000.0,90435.0,15435.0,90435.0,FULFILLED,,562,7.0
1000000044,11468,2025-09-02 12:32:15,2025,9,ONLINE,Tienda Online,,Sport B Bottle,Sport,3,15000.0,45000.0,90435.0,15435.0,90435.0,FULFILLED,,562,7.0
1000000045,573,2024-02-01 13:14:28,2024,2,ONLINE,Tienda Online,,Classic A Bottle,Classic,3,12000.0,36000.0,44460.0,7560.0,44460.0,FULFILLED,,998,
1000000046,205,2024-01-12 03:01:18,2024,1,ONLINE,Tienda Online,,Sport B Bottle,Sport,2,16500.0,33000.0,39930.0,6930.0,39930.0,FULFILLED,,276,8.0
1000000047,1222,2024-03-08 08:53:37,2024,3,OFFLINE,Tiendas Físicas,Córdoba,Classic A Bottle,Classic,1,12000.0,12000.0,13068.0,2268.0,13068.0,FULFILLED,Tienda CBA,1469,8.333333333333334
1000000048,4797,2024-09-13 16:10:57,2024,9,OFFLINE,Tiendas Físicas,Córdoba,Classic A Bottle,Classic,2,12000.0,24000.0,28459.2,4939.2,28459.2,CREATED,Tienda CBA,408,9.0
1000000049,4170,2024-08-11 19:35:54,2024,8,OFFLINE,Tiendas Físicas,Córdoba,Sport B Bottle,Sport,3,13500.0,40500.0,49005.0,8505.0,49005.0,FULFILLED,Tienda CBA,1360,2.0
1000000050,3835,2024-07-25 00:25:00,2024,7,ONLINE,Tienda Online,,Sport B Bottle,Sport,2,15000.0,30000.0,35685.0,5985.0,35685.0,FULFILLED,,1423,8.5
1000000051,4840,2024-09-15 06:10:33,2024,9,ONLINE,Tienda Online,,Sport B Bottle,Sport,2,15750.0,31500.0,38252.7,6482.7,38252.7,FULFILLED,,741,6.0
1000000052,5787,2024-11-04 03:12:44,2024,11,ONLINE,Tienda Online,,Classic A Bottle,Classic,3,12000.0,36000.0,85377.6,14817.6,85377.6,FULFILLED,,969,7.5
1000000052,5787,2024-11-04 03:12:44,2024,11,ONLINE,Tienda Online,,Classic A Bottle,Classic,3,12000.0,36000.0,85377.6,14817.6,85377.6,FULFILLED,,969,7.5
1000000053,4146,2024-08-10 06:19:56,2024,8,ONLINE,Tienda Online,,Sport B Bottle,Sport,2,15000.0,30000.0,33570.0,5670.0,33570.0,CANCELLED,,729,
1000000054,1365,2024-03-16 02:19:59,2024,3,OFFLINE,Tiendas Físicas,Mendoza,Classic A Bottle,Classic,1,12600.0,12600.0,14941.08,2593.08,14941.08,PAID,Tienda MZA,251,7.0
1000000055,10713,2025-07-23 20:26:45,2025,7,OFFLINE,Tiendas Físicas,Buenos Aires,Sport B Bottle,Sport,3,15000.0,45000.0,51727.5,8977.5,51727.5,PAID,Tienda BA,1087,10.0
1000000056,8795,2025-04-12 15:37:15,2025,4,ONLINE,Tienda Online,,Classic A Bottle,Classic,2,12000.0,24000.0,87140.25,14915.25,87140.25,FULFILLED,,659,8.0
1000000056,8795,2025-04-12 15:37:15,2025,4,ONLINE,Tienda Online,,Sport B Bottle,Sport,3,16500.0,49500.0,87140.25,14915.25,87140.25,FULFILLED,,659,8.0
1000000057,7839,2025-02-21 05:51:12,2025,2,OFFLINE,Tiendas Físicas,Mendoza,Sport B Bottle,Sport,1,15000.0,15000.0,34394.25,5969.25,34394.25,FULFILLED,Tienda MZA,338,5.0
1000000057,7839,2025-02-21 05:51:12,2025,2,OFFLINE,Tiendas Físicas,Mendoza,Sport B Bottle,Sport,1,15750.0,15750.0,34394.25,5969.25,34394.25,FULFILLED,Tienda MZA,338,5.0
1000000058,4953,2024-09-21 03:01:24,2024,9,ONLINE,Tienda Online,,Sport B Bottle,Sport,1,16500.0,16500.0,53953.5,9103.5,53953.5,CANCELLED,,1068,5.5
1000000058,4953,2024-09-21 03:01:24,2024,9,ONLINE,Tienda Online,,Sport B Bottle,Sport,2,15000.0,30000.0,53953.5,9103.5,53953.5,CANCELLED,,1068,5.5
1000000059,3370,2024-07-01 13:26:37,2024,7,ONLINE,Tienda Online,,Classic A Bottle,Classic,3,12000.0,36000.0,77682.0,13482.0,77682.0,FULFILLED,,958,8.0
1000000059,3370,2024-07-01 13:26:37,2024,7,ONLINE,Tienda Online,,Sport B Bottle,Sport,2,15000.0,30000.0,77682.0,13482.0,77682.0,FULFILLED,,958,8.0
1000000060,1020,2024-02-25 20:21:42,2024,2,OFFLINE,Tiendas Físicas,Mendoza,Classic A Bottle,Classic,3,10800.0,32400.0,35283.6,6123.6,35283.6,CANCELLED,Tienda MZA,428,8.0
1000000061,8007,2025-03-01 10:20:56,2025,3,ONLINE,Tienda Online,,Classic A Bottle,Classic,1,12000.0,12000.0,15720.0,2520.0,15720.0,FULFILLED,,1337,8.5
1000000062,6752,2024-12-23 12:02:28,2024,12,OFFLINE,Tiendas Físicas,Santa Fe,Sport B Bottle,Sport,3,15000.0,45000.0,54450.0,9450.0,54450.0,FULFILLED,Tienda SF,1442,
1000000063,2754,2024-05-30 10:17:58,2024,5,ONLINE,Tienda Online,,Classic A Bottle,Classic,3,12600.0,37800.0,46323.24,7779.24,46323.24,FULFILLED,,939,10.0
1000000064,8074,2025-03-04 14:45:27,2025,3,ONLINE,Tienda Online,,Sport B Bottle,Sport,1,16500.0,16500.0,19168.5,3118.5,19168.5,FULFILLED,,1409,6.25
1000000065,4875,2024-09-17 00:43:41,2024,9,ONLINE,Tienda Online,,Classic A Bottle,Classic,3,12000.0,36000.0,43888.8,7408.8,43888.8,FULFILLED,,1062,8.75
1000000066,452,2024-01-26 06:33:17,2024,1,ONLINE,Tienda Online,,Classic A Bottle,Classic,3,12000.0,36000.0,43888.8,7408.8,43888.8,CANCELLED,,988,8.5
1000000067,8770,2025-04-11 16:23:15,2025,4,ONLINE,Tienda Online,,Sport B Bottle,Sport,1,15000.0,15000.0,18687.0,3087.0,18687.0,REFUNDED,,778,6.0
1000000068,6282,2024-12-01 10:53:38,2024,12,ONLINE,Tienda Online,,Sport B Bottle,Sport,1,15750.0,15750.0,102166.35,17731.35,102166.35,PAID,,77,8.333333333333334
1000000068,6282,2024-12-01 10:53:38,2024,12,ONLINE,Tienda Online,,Classic A Bottle,Classic,2,12000.0,24000.0,102166.35,17731.35,102166.35,PAID,,77,8.333333333333334
1000000068,6282,2024-12-01 10:53:38,2024,12,ONLINE,Tienda Online,,Sport B Bottle,Sport,3,15000.0,45000.0,102166.35,17731.35,102166.35,PAID,,77,8.333333333333334
1000000069,3015,2024-06-12 09:38:45,2024,6,ONLINE,Tienda Online,,Sport B Bottle,Sport,3,15000.0,45000.0,53361.0,9261.0,53361.0,FULFILLED,,700,7.5
1000000070,10749,2025-07-25 23:51:05,2025,7,ONLINE,Tienda Online,,Classic A Bottle,Classic,1,12000.0,12000.0,15420.0,2520.0,15420.0,PAID,,425,7.666666666666667
1000000071,3792,2024-07-22 18:00:06,2024,7,OFFLINE,Tiendas Físicas,Santa Fe,Classic A Bottle,Classic,1,12000.0,12000.0,14229.6,2469.6,14229.6,FULFILLED,Tienda SF,1271,6.2
1000000072,585,2024-02-02 08:20:17,2024,2,ONLINE,Tienda Online,,Sport B Bottle,Sport,1,13500.0,13500.0,17018.25,2693.25,17018.25,PAID,,1129,7.75
1000000073,6423,2024-12-07 21:18:19,2024,12,ONLINE,Tienda Online,,Sport B Bottle,Sport,1,15750.0,15750.0,19576.35,3241.35,19576.35,PAID,,1224,9.25
1000000074,6553,2024-12-14 04:41:02,2024,12,ONLINE,Tienda Online,,Classic A Bottle,Classic,2,12600.0,25200.0,69071.4,11831.4,69071.4,FULFILLED,,446,6.5
1000000074,6553,2024-12-14 04:41:02,2024,12,ONLINE,Tienda Online,,Classic A Bottle,Classic,3,12000.0,36000.0,69071.4,11831.4,69071.4,FULFILLED,,446,6.5
1000000075,8385,2025-03-22 18:16:20,2025,3,ONLINE,Tienda Online,,Sport B Bottle,Sport,2,15000.0,30000.0,36474.0,6174.0,36474.0,FULFILLED,,867,6.6
1000000076,1111,2024-03-01 10:21:11,2024,3,ONLINE,Tienda Online,,Classic A Bottle,Classic,2,12000.0,24000.0,29659.2,4939.2,29659.2,FULFILLED,,127,
1000000077,6361,2024-12-04 22:39:17,2024,12,OFFLINE,Tiendas Físicas,Buenos Aires,Classic A Bottle,Classic,2,12000.0,24000.0,28459.2,4939.2,28459.2,PAID,Tienda BA,874,6.5
1000000078,7064,2025-01-09 21:43:22,2025,1,ONLINE,Tienda Online,,Sport B Bottle,Sport,1,15000.0,15000.0,49186.5,8536.5,49186.5,FULFILLED,,814,6.0
1000000078,7064,2025-01-09 21:43:22,2025,1,ONLINE,Tienda Online,,Classic A Bottle,Classic,2,13200.0,26400.0,49186.5,8536.5,49186.5,FULFILLED,,814,6.0
1000000079,11728,2025-09-16 02:56:19,2025,9,ONLINE,Tienda Online,,Classic A Bottle,Classic,1,10800.0,10800.0,40404.0,6804.0,40404.0,PAID,,1189,7.0
1000000079,11728,2025-09-16 02:56:19,2025,9,ONLINE,Tienda Online,,Classic A Bottle,Classic,2,12000.0,24000.0,40404.0,6804.0,40404.0,PAID,,1189,7.0
1000000080,5925,2024-11-11 06:28:22,2024,11,ONLINE,Tienda Online,,Sport B Bottle,Sport,1,15000.0,15000.0,18687.0,3087.0,18687.0,FULFILLED,,584,5.333333333333333
1000000081,7481,2025-02-02 01:45:35,2025,2,ONLINE,Tienda Online,,Classic A Bottle,Classic,2,12000.0,24000.0,64788.0,11088.0,64788.0,FULFILLED,,1433,9.0
1000000081,7481,2025-02-02 01:45:35,2025,2,ONLINE,Tienda Online,,Sport B Bottle,Sport,2,15000.0,30000.0,64788.0,11088.0,64788.0,FULFILLED,,1433,9.0
1000000082,11824,2025-09-21 10:27:35,2025,9,ONLINE,Tienda Online,,Classic A Bottle,Classic,3,12000.0,36000.0,42582.0,7182.0,42582.0,FULFILLED,,670,5.5
1000000083,739,2024-02-10 17:47:09,2024,2,ONLINE,Tienda Online,,Sport B Bottle,Sport,1,16500.0,16500.0,47301.0,8001.0,47301.0,REFUNDED,,464,5.0
1000000083,739,2024-02-10 17:47:09,2024,2,ONLINE,Tienda Online,,Classic A Bottle,Classic,2,12000.0,24000.0,47301.0,8001.0,47301.0,REFUNDED,,464,5.0
1000000084,6183,2024-11-25 14:26:24,2024,11,ONLINE,Tienda Online,,Sport B Bottle,Sport,1,15000.0,15000.0,19050.0,3150.0,19050.0,PAID,,535,7.0
1000000085,8003,2025-03-01 02:58:24,2025,3,ONLINE,Tienda Online,,Classic A Bottle,Classic,1,12600.0,12600.0,16441.08,2593.08,16441.08,FULFILLED,,655,7.333333333333333
1000000086,11173,2025-08-18 10:52:28,2025,8,ONLINE,Tienda Online,,Classic A Bottle,Classic,1,12000.0,12000.0,14268.0,2268.0,14268.0,FULFILLED,,833,6.0
1000000087,6528,2024-12-13 04:53:42,2024,12,ONLINE,Tienda Online,,Classic A Bottle,Classic,1,12000.0,12000.0,14994.0,2394.0,14994.0,CANCELLED,,490,9.0
1000000088,609,2024-02-03 13:58:21,2024,2,ONLINE,Tienda Online,,Sport B Bottle,Sport,2,15000.0,30000.0,69144.0,11844.0,69144.0,FULFILLED,,360,7.0
1000000088,609,2024-02-03 13:58:21,2024,2,ONLINE,Tienda Online,,Sport B Bottle,Sport,2,15000.0,30000.0,69144.0,11844.0,69144.0,FULFILLED,,360,7.0
1000000089,10086,2025-06-18 12:09:30,2025,6,ONLINE,Tienda Online,,Sport B Bottle,Sport,1,15000.0,15000.0,18442.5,2992.5,18442.5,FULFILLED,,1227,5.5
1000000090,484,2024-01-27 19:31:23,2024,1,ONLINE,Tienda Online,,Classic A Bottle,Classic,2,12000.0,24000.0,45458.25,7733.25,45458.25,FULFILLED,,624,6.0
1000000090,484,2024-01-27 19:31:23,2024,1,ONLINE,Tienda Online,,Sport B Bottle,Sport,1,13500.0,13500.0,45458.25,7733.25,45458.25,FULFILLED,,624,6.0
1000000091,873,2024-02-17 18:12:47,2024,2,ONLINE,Tienda Online,,Sport B Bottle,Sport,3,15750.0,47250.0,110342.92,19150.42,110342.92,FULFILLED,,228,8.0
1000000091,873,2024-02-17 18:12:47,2024,2,ONLINE,Tienda Online,,Sport B Bottle,Sport,3,15750.0,47250.0,110342.92,19150.42,110342.92,FULFILLED,,228,8.0
1000000092,3037,2024-06-13 13:46:23,2024,6,ONLINE,Tienda Online,,Sport B Bottle,Sport,2,15000.0,30000.0,37200.0,6300.0,37200.0,FULFILLED,,770,
1000000093,5999,2024-11-14 23:26:31,2024,11,OFFLINE,Tiendas Físicas,Córdoba,Sport B Bottle,Sport,3,15000.0,45000.0,102456.75,17781.75,102456.75,FULFILLED,Tienda CBA,54,4.0
1000000093,5999,2024-11-14 23:26:31,2024,11,OFFLINE,Tiendas Físicas,Córdoba,Classic A Bottle,Classic,2,12000.0,24000.0,102456.75,17781.75,102456.75,FULFILLED,Tienda CBA,54,4.0
1000000093,5999,2024-11-14 23:26:31,2024,11,OFFLINE,Tiendas Físicas,Córdoba,Sport B Bottle,Sport,1,16500.0,16500.0,102456.75,17781.75,102456.75,FULFILLED,Tienda CBA,54,4.0
1000000094,6815,2024-12-27 03:05:36,2024,12,OFFLINE,Tiendas Físicas,Mendoza,Classic A Bottle,Classic,3,12000.0,36000.0,90387.0,15687.0,90387.0,PAID,Tienda MZA,1006,6.0
1000000094,6815,2024-12-27 03:05:36,2024,12,OFFLINE,Tiendas Físicas,Mendoza,Sport B Bottle,Sport,3,13500.0,40500.0,90387.0,15687.0,90387.0,PAID,Tienda MZA,1006,6.0
1000000095,11899,2025-09-25 18:29:43,2025,9,ONLINE,Tienda Online,,Sport B Bottle,Sport,3,16500.0,49500.0,59897.1,10187.1,59897.1,FULFILLED,,247,9.0
1000000096,9599,2025-05-23 10:43:41,2025,5,OFFLINE,Tiendas Físicas,Santa Fe,Classic A Bottle,Classic,3,12000.0,36000.0,42688.8,7408.8,42688.8,FULFILLED,Tienda SF,1127,5.75
1000000097,3022,2024-06-12 17:56:54,2024,6,OFFLINE,Tiendas Físicas,Córdoba,Sport B Bottle,Sport,1,15750.0,15750.0,18676.35,3241.35,18676.35,FULFILLED,Tienda CBA,757,7.4
