session_id,customer_id,device,date_sk_start,duration_minutes
11000000183,,mobile,,45.0
11000000184,662.0,mobile,,51.0
11000000185,1332.0,mobile,,8.0
11000000186,1163.0,mobile,,8.0
11000000187,665.0,desktop,,19.0
11000000188,1409.0,mobile,,11.0
11000000189,502.0,mobile,,20.0
11000000190,744.0,desktop,,2.0
11000000191,686.0,desktop,,22.0
11000000192,,mobile,,
11000000193,145.0,desktop,,43.0
11000000194,,mobile,,60.0
11000000195,865.0,mobile,,30.0
11000000196,,tablet,,
11000000197,1167.0,mobile,,19.0
11000000198,,desktop,,17.0
11000000199,,mobile,,35.0
11000000200,170.0,desktop,,60.0
11000000201,958.0,mobile,,39.0
11000000202,,desktop,,14.0
11000000203,541.0,desktop,,53.0
11000000204,119.0,desktop,,5.0
11000000205,228.0,mobile,,26.0
11000000206,1315.0,desktop,,52.0
11000000207,535.0,mobile,,57.0
11000000208,,mobile,,9.0
11000000209,601.0,desktop,,
11000000210,,mobile,,39.0
11000000211,1417.0,mobile,,34.0
11000000212,,desktop,,12.0
11000000213,436.0,desktop,,1.0
11000000214,706.0,mobile,,41.0
11000000215,951.0,mobile,,36.0
11000000216,1266.0,mobile,,18.0
11000000217,928.0,desktop,,8.0
11000000218,,desktop,,4.0
11000000219,1222.0,mobile,,18.0
11000000220,529.0,mobile,,15.0
11000000221,819.0,mobile,,12.0
11000000222,1148.0,mobile,,50.0
11000000223,,mobile,,19.0
11000000224,834.0,mobile,,18.0
11000000225,604.0,desktop,,50.0
11000000226,,mobile,,19.0
11000000227,293.0,mobile,,56.0
11000000228,1335.0,desktop,,7.0
11000000229,236.0,mobile,,15.0
11000000230,675.0,desktop,,11.0
11000000231,1493.0,mobile,,30.0
11000000232,,mobile,,27.0
11000000233,,mobile,,28.0
11000000234,448.0,mobile,,41.0
11000000235,,mobile,,22.0
11000000236,1444.0,mobile,,29.0
11000000237,22.0,mobile,,41.0
11000000238,1330.0,mobile,,60.0
11000000239,199.0,desktop,,40.0
11000000240,662.0,desktop,,55.0
11000000241,347.0,tablet,,43.0
11000000242,,mobile,,60.0
11000000243,1449.0,mobile,,16.0
11000000244,820.0,mobile,,18.0
11000000245,128.0,mobile,,4.0
11000000246,684.0,mobile,,45.0
11000000247,,mobile,,53.0
11000000248,740.0,mobile,,24.0
11000000249,,mobile,,38.0
11000000250,,mobile,,41.0
11000000251,,mobile,,39.0
11000000252,1107.0,mobile,,10.0
11000000253,,mobile,,49.0
11000000254,,mobile,,45.0
11000000255,,mobile,,13.0
11000000256,1013.0,mobile,,37.0
11000000257,,mobile,,28.0
11000000258,902.0,mobile,,46.0
11000000259,,desktop,,10.0
11000000260,745.0,desktop,,37.0
11000000261,1292.0,desktop,,60.0
11000000262,476.0,tablet,,55.0
11000000263,502.0,mobile,,51.0
11000000264,679.0,desktop,,
11000000265,,mobile,,
11000000266,,desktop,,5.0
11000000267,,mobile,,13.0
11000000268,1027.0,mobile,,10.0
11000000269,365.0,mobile,,30.0
11000000270,128.0,mobile,,34.0
11000000271,855.0,mobile,,33.0
11000000272,,mobile,,4.0
11000000273,112.0,mobile,,36.0
11000000274,57.0,desktop,,2.0
11000000275,1231.0,mobile,,10.0
11000000276,221.0,mobile,,39.0
11000000277,835.0,mobile,,7.0
11000000278,,mobile,,24.0
11000000279,990.0,desktop,,57.0
11000000280,1177.0,desktop,,39.0
11000000281,514.0,mobile,,18.0
11000000282,182.0,mobile,,1.0
11000000283,1023.0,desktop,,19.0
11000000284,358.0,desktop,,5.0
11000000285,1317.0,tablet,,59.0
11000000286,,tablet,,5.0
11000000287,,mobile,,53.0
11000000288,,mobile,,55.0
11000000289,,mobile,,17.0
11000000290,540.0,mobile,,14.0
11000000291,,mobile,,42.0
11000000292,,mobile,,59.0
11000000293,,desktop,,39.0
11000000294,235.0,mobile,,33.0
11000000295,,mobile,,
11000000296,1467.0,mobile,,48.0
11000000297,1370.0,mobile,,24.0
11000000298,1319.0,mobile,,15.0
11000000299,483.0,desktop,,34.0
11000000300,,mobile,,
11000000301,,desktop,,11.0
11000000302,,mobile,,23.0
11000000303,448.0,desktop,,33.0
11000000304,814.0,desktop,,51.0
11000000305,205.0,desktop,,34.0
11000000306,873.0,desktop,,51.0
11000000307,,mobile,,23.0
11000000308,,mobile,,
11000000309,730.0,mobile,,58.0
11000000310,458.0,mobile,,46.0
11000000311,1357.0,mobile,,5.0
11000000312,,mobile,,3.0
11000000313,,desktop,,28.0
11000000314,,mobile,,40.0
11000000315,,desktop,,32.0
11000000316,1480.0,desktop,,
11000000317,,mobile,,20.0
11000000318,,tablet,,51.0
11000000319,1336.0,mobile,,12.0
11000000320,301.0,mobile,,41.0
11000000321,307.0,mobile,,57.0
11000000322,,mobile,,39.0
11000000323,633.0,desktop,,30.0
11000000324,,mobile,,60.0
11000000325,,mobile,,
11000000326,1315.0,mobile,,7.0
11000000327,593.0,mobile,,19.0
11000000328,176.0,desktop,,33.0
11000000329,1182.0,mobile,,24.0
11000000330,,mobile,,29.0
11000000331,564.0,mobile,,52.0
11000000332,249.0,desktop,,45.0
11000000333,,mobile,,32.0
11000000334,,desktop,,32.0
11000000335,945.0,mobile,,38.0
11000000336,1433.0,desktop,,53.0
11000000337,315.0,mobile,,10.0
11000000338,422.0,mobile,,39.0
11000000339,1297.0,desktop,,36.0
11000000340,1475.0,desktop,,31.0
11000000341,,mobile,,21.0
11000000342,319.0,desktop,,
11000000343,839.0,mobile,,23.0
11000000344,,mobile,,44.0
11000000345,,mobile,,1.0
11000000346,,desktop,,3.0
11000000347,994.0,mobile,,45.0
11000000348,,mobile,,20.0
11000000349,579.0,mobile,,59.0
11000000350,,desktop,,29.0
11000000351,588.0,tablet,,22.0
11000000352,,desktop,,35.0
11000000353,,desktop,,2.0
11000000354,,desktop,,52.0
11000000355,373.0,desktop,,2.0
11000000356,,mobile,,7.0
11000000357,,desktop,,48.0
11000000358,823.0,mobile,,50.0
11000000359,266.0,mobile,,42.0
11000000360,1406.0,tablet,,14.0
11000000361,,desktop,,23.0
11000000362,234.0,mobile,,
11000000363,1261.0,desktop,,50.0
11000000364,521.0,mobile,,37.0
11000000365,150.0,mobile,,30.0
11000000366,1340.0,mobile,,34.0
11000000367,,mobile,,27.0
11000000368,1249.0,desktop,,44.0
11000000369,539.0,mobile,,52.0
11000000370,,desktop,,29.0
11000000371,,desktop,,16.0
11000000372,1175.0,mobile,,54.0
11000000373,,mobile,,27.0
11000000374,908.0,mobile,,30.0
11000000375,,mobile,,39.0
11000000376,726.0,desktop,,44.0
11000000377,922.0,tablet,,36.0
11000000378,1053.0,mobile,,54.0
11000000379,,mobile,,51.0
11000000380,,mobile,,34.0
11000000381,256.0,desktop,,43.0
11000000382,1005.0,mobile,,14.0
11000000383,982.0,desktop,,29.0
11000000384,1338.0,desktop,,25.0
11000000385,710.0,mobile,,16.0
11000000386,789.0,mobile,,44.0
11000000387,,mobile,,49.0
11000000388,1409.0,desktop,,
11000000389,660.0,desktop,,24.0
11000000390,1483.0,desktop,,28.0
11000000391,504.0,mobile,,9.0
11000000392,,desktop,,53.0
11000000393,,mobile,,29.0
11000000394,656.0,mobile,,23.0
11000000395,,desktop,,
11000000396,1459.0,mobile,,36.0
11000000397,,mobile,,16.0
11000000398,,desktop,,39.0
11000000399,133.0,desktop,,39.0
11000000400,1248.0,tablet,,
11000000401,,mobile,,7.0
11000000402,389.0,desktop,,41.0
11000000403,508.0,mobile,,28.0
11000000404,1403.0,mobile,,4.0
11000000405,,mobile,,56.0
11000000406,,mobile,,20.0
11000000407,354.0,mobile,,9.0
11000000408,1493.0,mobile,,60.0
11000000409,,mobile,,39.0
11000000410,381.0,mobile,,17.0
11000000411,229.0,mobile,,1.0
11000000412,1377.0,desktop,,25.0
11000000413,,mobile,,20.0
11000000414,57.0,mobile,,2.0
11000000415,1353.0,desktop,,28.0
11000000416,,tablet,,13.0
11000000417,606.0,desktop,,23.0
11000000418,1290.0,mobile,,
11000000419,,mobile,,53.0
11000000420,577.0,mobile,,9.0
11000000421,1400.0,mobile,,40.0
11000000422,,tablet,,47.0
11000000423,760.0,mobile,,46.0
11000000424,227.0,mobile,,46.0
11000000425,577.0,tablet,,45.0
11000000426,,mobile,,56.0
11000000427,939.0,mobile,,38.0
11000000428,,mobile,,16.0
11000000429,546.0,mobile,,13.0
11000000430,,mobile,,32.0
11000000431,1064.0,mobile,,59.0
11000000432,1032.0,mobile,,28.0
11000000433,1488.0,mobile,,60.0
11000000434,1140.0,mobile,,53.0
11000000435,1149.0,mobile,,39.0
11000000436,484.0,mobile,,20.0
11000000437,676.0,desktop,,10.0
11000000438,131.0,mobile,,
11000000439,863.0,desktop,,56.0
11000000440,828.0,mobile,,39.0
11000000441,951.0,mobile,,48.0
11000000442,907.0,mobile,,
11000000443,,mobile,,13.0
11000000444,669.0,desktop,,48.0
11000000445,,desktop,,26.0
11000000446,141.0,mobile,,21.0
11000000447,574.0,mobile,,44.0
11000000448,975.0,mobile,,24.0
11000000449,,desktop,,29.0
11000000450,1042.0,mobile,,27.0
11000000451,397.0,mobile,,14.0
11000000452,1301.0,mobile,,22.0
11000000453,730.0,mobile,,43.0
11000000454,,mobile,,45.0
11000000455,478.0,mobile,,13.0
11000000456,270.0,desktop,,35.0
11000000457,,desktop,,14.0
11000000458,,mobile,,30.0
11000000459,749.0,mobile,,32.0
11000000460,,mobile,,6.0
11000000461,,mobile,,8.0
11000000462,,mobile,,8.0
11000000463,947.0,mobile,,31.0
11000000464,,mobile,,51.0
11000000465,829.0,mobile,,38.0
11000000466,6.0,mobile,,4.0
11000000467,231.0,mobile,,21.0
11000000468,,mobile,,50.0
11000000469,1473.0,mobile,,11.0
11000000470,845.0,mobile,,6.0
11000000471,456.0,mobile,,20.0
11000000472,,desktop,,50.0
11000000473,417.0,mobile,,25.0
11000000474,202.0,mobile,,25.0
11000000475,78.0,mobile,,8.0
11000000476,,mobile,,11.0
11000000477,,desktop,,
11000000478,1060.0,mobile,,13.0
11000000479,663.0,mobile,,4.0
11000000480,176.0,desktop,,23.0
11000000481,,desktop,,8.0
11000000482,1243.0,mobile,,26.0
11000000483,,mobile,,14.0
11000000484,1458.0,mobile,,
11000000485,408.0,mobile,,59.0
11000000486,1301.0,mobile,,59.0
11000000487,,mobile,,10.0
11000000488,809.0,desktop,,51.0
11000000489,,desktop,,23.0
11000000490,,desktop,,54.0
11000000491,970.0,desktop,,58.0
11000000492,398.0,desktop,,31.0
11000000493,792.0,mobile,,
11000000494,1330.0,desktop,,34.0
11000000495,1487.0,mobile,,22.0
11000000496,853.0,desktop,,57.0
11000000497,108.0,mobile,,48.0
11000000498,,mobile,,26.0
11000000499,,mobile,,51.0
11000000500,,mobile,,33.0
11000000501,,mobile,,35.0
11000000502,1155.0,mobile,,34.0
11000000503,1071.0,mobile,,
11000000504,,mobile,,38.0
11000000505,,tablet,,26.0
11000000506,125.0,desktop,,55.0
11000000507,1210.0,desktop,,49.0
11000000508,,desktop,,48.0
11000000509,1438.0,mobile,,6.0
11000000510,72.0,mobile,,22.0
11000000511,1398.0,desktop,,49.0
11000000512,,mobile,,45.0
11000000513,,mobile,,29.0
11000000514,1250.0,mobile,,29.0
11000000515,1368.0,mobile,,5.0
11000000516,,mobile,,13.0
11000000517,4.0,tablet,,13.0
11000000518,,desktop,,47.0
11000000519,,desktop,,60.0
11000000520,1156.0,desktop,,1.0
11000000521,624.0,mobile,,35.0
11000000522,603.0,desktop,,46.0
11000000523,,desktop,,16.0
11000000524,592.0,desktop,,33.0
11000000525,213.0,mobile,,
11000000526,,mobile,,25.0
11000000527,622.0,tablet,,55.0
11000000528,973.0,mobile,,35.0
11000000529,,mobile,,25.0
11000000530,629.0,mobile,,38.0
11000000531,,desktop,,37.0
11000000532,942.0,mobile,,13.0
11000000533,520.0,desktop,,33.0
11000000534,690.0,desktop,,15.0
11000000535,585.0,mobile,,29.0
11000000536,1403.0,tablet,,42.0
11000000537,,mobile,,11.0
11000000538,,mobile,,46.0
11000000539,,desktop,,48.0
11000000540,570.0,desktop,,44.0
11000000541,1213.0,mobile,,9.0
11000000542,101.0,mobile,,59.0
11000000543,280.0,desktop,,32.0
11000000544,980.0,desktop,,51.0
11000000545,,desktop,,15.0
11000000546,1121.0,desktop,,44.0
11000000547,1259.0,mobile,,20.0
11000000548,,mobile,,29.0
11000000549,1025.0,desktop,,36.0
11000000550,1050.0,mobile,,4.0
11000000551,,desktop,,43.0
11000000552,168.0,desktop,,25.0
11000000553,,desktop,,47.0
11000000554,1144.0,desktop,,34.0
11000000555,,mobile,,31.0
11000000556,,mobile,,48.0
11000000557,156.0,mobile,,43.0
11000000558,829.0,mobile,,50.0
11000000559,659.0,mobile,,53.0
11000000560,1054.0,mobile,,22.0
11000000561,1380.0,mobile,,5.0
11000000562,1450.0,mobile,,35.0
11000000563,1379.0,tablet,,53.0
11000000564,,mobile,,13.0
11000000565,,desktop,,24.0
11000000566,1295.0,mobile,,
11000000567,302.0,tablet,,4.0
11000000568,167.0,mobile,,27.0
11000000569,612.0,mobile,,17.0
11000000570,514.0,mobile,,44.0
11000000571,864.0,mobile,,29.0
11000000572,547.0,desktop,,38.0
11000000573,680.0,mobile,,50.0
11000000574,434.0,mobile,,53.0
11000000575,807.0,desktop,,59.0
11000000576,,mobile,,9.0
11000000577,684.0,mobile,,36.0
11000000578,3.0,desktop,,34.0
11000000579,207.0,mobile,,7.0
11000000580,824.0,mobile,,19.0
11000000581,764.0,desktop,,53.0
11000000582,953.0,mobile,,37.0
11000000583,,mobile,,13.0
11000000584,677.0,mobile,,56.0
11000000585,,mobile,,48.0
11000000586,,mobile,,16.0
11000000587,20.0,mobile,,1.0
11000000588,671.0,mobile,,10.0
11000000589,897.0,mobile,,9.0
11000000590,1288.0,desktop,,
11000000591,,desktop,,
11000000592,138.0,mobile,,27.0
11000000593,493.0,mobile,,47.0
11000000594,1296.0,desktop,,22.0
11000000595,882.0,mobile,,56.0
11000000596,,mobile,,46.0
11000000597,,tablet,,60.0
11000000598,506.0,mobile,,54.0
11000000599,184.0,mobile,,55.0
11000000600,743.0,desktop,,27.0
11000000601,,desktop,,
11000000602,1361.0,desktop,,15.0
11000000603,,mobile,,50.0
11000000604,1228.0,mobile,,
11000000605,1088.0,desktop,,34.0
11000000606,1085.0,mobile,,20.0
11000000607,151.0,desktop,,59.0
11000000608,,desktop,,43.0
11000000609,,mobile,,28.0
11000000610,827.0,desktop,,12.0
11000000611,431.0,mobile,,25.0
11000000612,,desktop,,49.0
11000000613,910.0,desktop,,59.0
11000000614,,mobile,,10.0
11000000615,922.0,mobile,,29.0
11000000616,,mobile,,33.0
11000000617,,desktop,,52.0
11000000618,22.0,desktop,,6.0
11000000619,,desktop,,20.0
11000000620,630.0,tablet,,53.0
11000000621,10.0,mobile,,59.0
11000000622,91.0,desktop,,32.0
11000000623,1137.0,mobile,,37.0
11000000624,1276.0,mobile,,35.0
11000000625,,mobile,,
11000000626,282.0,desktop,,9.0
11000000627,1323.0,mobile,,59.0
11000000628,1345.0,mobile,,
11000000629,540.0,mobile,,8.0
11000000630,139.0,desktop,,46.0
11000000631,,desktop,,
11000000632,210.0,mobile,,44.0
11000000633,748.0,mobile,,17.0
11000000634,,desktop,,2.0
11000000635,1375.0,mobile,,48.0
11000000636,,mobile,,52.0
11000000637,,desktop,,1.0
11000000638,677.0,mobile,,23.0
11000000639,,desktop,,36.0
11000000640,1143.0,mobile,,47.0
11000000641,1302.0,desktop,,60.0
11000000642,715.0,desktop,,9.0
11000000643,762.0,desktop,,9.0
11000000644,,mobile,,18.0
11000000645,566.0,desktop,,6.0
11000000646,,mobile,,53.0
11000000647,1381.0,mobile,,30.0
11000000648,488.0,desktop,,28.0
11000000649,,mobile,,32.0
11000000650,681.0,mobile,,46.0
11000000651,989.0,desktop,,57.0
11000000652,1073.0,mobile,,6.0
11000000653,521.0,desktop,,5.0
11000000654,1124.0,mobile,,45.0
11000000655,1335.0,mobile,,50.0
11000000656,127.0,mobile,,5.0
11000000657,692.0,mobile,,30.0
11000000658,1325.0,mobile,,14.0
11000000659,613.0,mobile,,55.0
11000000660,1059.0,desktop,,14.0
11000000661,,mobile,,36.0
11000000662,,desktop,,45.0
11000000663,507.0,tablet,,3.0
11000000664,1116.0,mobile,,60.0
11000000665,,mobile,,53.0
11000000666,354.0,mobile,,44.0
11000000667,1314.0,desktop,,21.0
11000000668,793.0,desktop,,22.0
11000000669,1418.0,desktop,,20.0
11000000670,,desktop,,16.0
11000000671,1322.0,mobile,,33.0
11000000672,866.0,desktop,,39.0
11000000673,386.0,tablet,,17.0
11000000674,,desktop,,40.0
11000000675,400.0,mobile,,32.0
11000000676,,mobile,,13.0
11000000677,,mobile,,32.0
11000000678,1130.0,mobile,,36.0
11000000679,,desktop,,15.0
11000000680,,mobile,,25.0
11000000681,,mobile,,14.0
11000000682,1223.0,desktop,,
11000000683,862.0,mobile,,11.0
11000000684,106.0,mobile,,20.0
11000000685,930.0,desktop,,59.0
11000000686,242.0,mobile,,31.0
11000000687,,mobile,,47.0
11000000688,1325.0,mobile,,12.0
11000000689,56.0,tablet,,22.0
11000000690,,mobile,,
11000000691,,mobile,,15.0
11000000692,28.0,mobile,,21.0
11000000693,,tablet,,6.0
11000000694,912.0,desktop,,28.0
11000000695,1042.0,mobile,,37.0
11000000696,,mobile,,38.0
11000000697,1082.0,desktop,,8.0
11000000698,454.0,desktop,,13.0
11000000699,944.0,desktop,,58.0
11000000700,1182.0,mobile,,40.0
11000000701,1476.0,desktop,,37.0
11000000702,237.0,desktop,,39.0
11000000703,,desktop,,
11000000704,851.0,mobile,,34.0
11000000705,,desktop,,5.0
11000000706,685.0,mobile,,23.0
11000000707,287.0,desktop,,44.0
11000000708,,mobile,,37.0
11000000709,1217.0,mobile,,53.0
11000000710,,mobile,,13.0
11000000711,,mobile,,48.0
11000000712,30.0,mobile,,28.0
11000000713,,mobile,,36.0
11000000714,345.0,mobile,,35.0
11000000715,,tablet,,40.0
11000000716,,desktop,,15.0
11000000717,1150.0,mobile,,30.0
11000000718,361.0,desktop,,51.0
11000000719,,desktop,,50.0
11000000720,,desktop,,4.0
11000000721,1273.0,mobile,,7.0
11000000722,156.0,desktop,,20.0
11000000723,272.0,mobile,,47.0
11000000724,,mobile,,9.0
11000000725,583.0,mobile,,
11000000726,808.0,mobile,,7.0
11000000727,1484.0,desktop,,22.0
11000000728,,mobile,,38.0
11000000729,73.0,mobile,,47.0
11000000730,1222.0,mobile,,
11000000731,443.0,desktop,,27.0
11000000732,,desktop,,46.0
11000000733,419.0,mobile,,35.0
11000000734,1386.0,mobile,,35.0
11000000735,,mobile,,26.0
11000000736,749.0,mobile,,18.0
11000000737,,desktop,,37.0
11000000738,1279.0,desktop,,58.0
11000000739,,mobile,,31.0
11000000740,1259.0,mobile,,40.0
11000000741,1337.0,mobile,,56.0
11000000742,153.0,desktop,,10.0
11000000743,,mobile,,13.0
11000000744,1345.0,desktop,,16.0
11000000745,,desktop,,26.0
11000000746,979.0,mobile,,54.0
11000000747,118.0,desktop,,48.0
11000000748,117.0,desktop,,22.0
11000000749,1244.0,mobile,,53.0
11000000750,,mobile,,35.0
11000000751,453.0,mobile,,33.0
11000000752,965.0,mobile,,35.0
11000000753,1466.0,mobile,,35.0
11000000754,,mobile,,35.0
11000000755,1442.0,mobile,,1.0
11000000756,27.0,mobile,,60.0
11000000757,916.0,mobile,,14.0
11000000758,1446.0,desktop,,56.0
11000000759,730.0,desktop,,58.0
11000000760,,desktop,,6.0
11000000761,732.0,desktop,,8.0
11000000762,1448.0,mobile,,60.0
11000000763,,mobile,,8.0
11000000764,,mobile,,4.0
11000000765,1193.0,mobile,,5.0
11000000766,,mobile,,54.0
11000000767,,mobile,,50.0
11000000768,302.0,mobile,,39.0
11000000769,1398.0,mobile,,31.0
11000000770,1231.0,mobile,,15.0
11000000771,1384.0,tablet,,59.0
11000000772,,desktop,,56.0
11000000773,204.0,desktop,,56.0
11000000774,1433.0,mobile,,2.0
11000000775,217.0,desktop,,52.0
11000000776,1043.0,mobile,,6.0
11000000777,,desktop,,18.0
11000000778,359.0,mobile,,16.0
11000000779,352.0,mobile,,36.0
11000000780,,mobile,,26.0
11000000781,518.0,mobile,,59.0
11000000782,,mobile,,31.0
11000000783,788.0,mobile,,18.0
11000000784,309.0,mobile,,
11000000785,,mobile,,56.0
11000000786,1421.0,mobile,,59.0
11000000787,463.0,mobile,,21.0
11000000788,,mobile,,32.0
11000000789,,mobile,,47.0
11000000790,850.0,desktop,,35.0
11000000791,269.0,mobile,,46.0
11000000792,,mobile,,12.0
11000000793,837.0,mobile,,15.0
11000000794,695.0,mobile,,51.0
11000000795,,tablet,,25.0
11000000796,1037.0,mobile,,51.0
11000000797,897.0,desktop,,32.0
11000000798,,tablet,,13.0
11000000799,1124.0,desktop,,
11000000800,,desktop,,15.0
11000000801,316.0,desktop,,26.0
11000000802,784.0,desktop,,52.0
11000000803,,desktop,,
11000000804,195.0,mobile,,55.0
11000000805,1447.0,mobile,,6.0
11000000806,,tablet,,46.0
11000000807,1453.0,desktop,,2.0
11000000808,,mobile,,36.0
11000000809,,mobile,,15.0
11000000810,1138.0,mobile,,21.0
11000000811,,mobile,,32.0
11000000812,94.0,mobile,,58.0
11000000813,711.0,mobile,,32.0
11000000814,,mobile,,7.0
11000000815,93.0,mobile,,59.0
11000000816,305.0,tablet,,18.0
